id,scenario_id,category,title,description,listing_price,buyer_target,buyer_cost,seller_target,seller_cost
4060,S_YlxMMJAIn1THNlVn,housing,"1x1 Ground Floor, Spacious, Balcony, Storage Near San Mateo Bridge","Call Now - This is a 2 Bedroom, 2 Bath, approximately 901 Sq. Ft. Located in ""The Heart of The Bay"" living at The Bridge Apartment Homes adds an unmatched level of comfort and convenience to your lifestyle! Bask in the sun at our resort-style pool or hydrotherapy spas, relax in our contemporary lounge, exercise in our state of the art fitness studio or study in our convenient business center. The perks don't stop there! Our leasing office is open 7 days per week to serve all of your needs. Features: Air conditioner, Microwave, Dishwasher, Large closets with built-in shelving, Stove, Refrigerator, Private deck with spacious storage Community Amenities: Tot Lot, Resident lounge, Beautiful landscaped courtyards with seating areas, Poolside Wi-Fi, 2 Hydrotherapy Spas, Picnic and BBQ area, Pet friendly community, 2 Swimming Pools, Online rent payment, Furniture rental options, Cardio and Strength Center, Business Center Use the link below for more details: http://lease.conam.com/uiLcd9 Equal Housing Opportunity",2311,1617,2311,2311,1475
4061,S_bPxsyq7KhIDedq7z,electronics,GoPro HERO+,I have a lightly used GoPro HERO+. I bought for a trip to Europe May '16. I haven't used it since then. It doesn't have a LCD screen on the back. I have all the packaging as you can see. Just hoping someone else can put it to better use than it sitting in my dresser. If you have any further questions let me know.,100,90,100,100,90
4062,S_cywlettHIYLJkQKi,electronics,Brand new Pogoplug Mobile Backup and Sharing Device,"Brand new Pogoplug Backup and Sharing Device, POGO-V4-A1-01.  Never opened or plugged in. Pogoplug POGO-V4-A1-01 Mobile for iPhone/iPad And Android Devices Continuous, centralized backup of all of your computers (Windows or Mac) and iPhone, iPad or Android devices 60-second setup never worry about backing up again No storage limits and no additional fees when using your own external hard drive Includes 1 USB port and 1 SD Card Slot",15,10,15,15,9
4063,S_8JSlXVVM5nABipuj,furniture,Cost Plus wood armoire,"PLEASE include a PHONE # in replies! All hardwood, Cost Plus 2-door armoire TV or media cabinet. Cutout back area for electronics (mine is open completely) and can still work as storage for many other items. Has the one large lower shelf, and an inside, removable shelf also. Useful in a living room, office or bedroom! Very pretty wood, do have both pulls/handles (sorry, my camera not working...). In great shape, and an attractive piece for your home. Measures: 62"" H x 30 1/4"" W x 26"" D. Must bring helpers to carry--I won't haul it to your vehicle! MUST include a PHONE # in replies; as I won't respond by email.",80,40,80,80,37
4064,S_bWRXmwe0xA9TgvOE,car,Jeep,07 Jeep Liberty Ac blows freezing cold power It has 80% tire thread Registration good till 2017 Call or text,4450,2225,4450,4450,1934
4065,S_VadFpywUngDfdI2J,bike,"Girl's Bicycle 20"" Wheel Size","My daughter has grown out of her bicycle, which hasn't been used very much. It is in excellent condition with very minor wear. The color of the frame is aqua and the fenders are white with an aqua and purple colored pattern. The wheel size is 20 inches. The bicycle was bought at Hank&Frank bicycle store in Lafayette.",95,66,95,95,60
4066,S_mHcNYWwIZfiGRWXK,furniture,Ethan Allen Side Table - 2 drawers,"Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain. The top of this table shows signs of wear mostly scratches.  Ethan Allen asked us to cover the scratches with a brown marker and it helped.  I tried to take pictures of the scratches.  refer to pictures. * the organizer inside the drawer is not included.  I am selling other furniture, all high quality, Ethan Allen, Crate and Barrel, Sustainable wood,...  (desk, side tables, Chairs, Drawers, Chest, TV stand, mirror) - Let me know.",85,76,85,85,75
4067,S_rJFyzlc7PlsIgKWS,furniture,Furniture fixers,"Furniture fixers for under sofa cushions, work well we just do not need any longer, 3 boxes available enough for a 3 seater 80"" sofa.",30,21,30,30,21
4068,S_5Kny77tOrOz4UJf2,phone,"Iphone 6 16gb New battery, new life","In very good shape.  Brand new battery installed.  Works 100%   Itunes is all clean and good to go.  Unfortunately it's not reading the sim cards, but it can be used as an ipod or you can take it for repair somewhere.  Make me a reasonable offer.",150,75,150,150,55
4069,S_8bs4cBDVZqZ5XdHc,bike,"Spinner BMX Bicycle. (20"" wheels)","Nice and sweet bike, with a lot of sugar. I'm trying to sell this, please only call when ready to purchase. Thanks, Marco ~",40,36,40,40,36
4070,S_GcuS42bori7N65I3,furniture,Twin bed with mattress set,"Twin bed set with box spring and mattress in excellent condition for sale. The mattress is clean, stainfree from non-smoking, non-pat owning home. This set can be used as two separate twin beds or can be converted as a bunk bed.",75,67,75,75,66
4071,S_NAa80fkvAvFT9ygi,phone,Unlocked iPhone 6 Plus 16GB,"I upgraded to the 7 plus and don't need it anymore. Was with Verizon then I switched it to T-Mobile. Pretty sure it works for AT&T also. Small crack on the bottom. Scratched screen. Change the charging port (unless you want to hold the charger in a weird position to charge it) it has a factory defected  rear facing camera (selfie camera works perfectly fine) that Apple has agreed to replace the entire phone for a brand new one I just don't have time to deal with that or the desire for this phone. (You can google the defect and type in the serial number for confirmation before purchase) clean phone, never been jail broken, or hacked. open to negotiations for anything of equal value such as video game consoles, TVs, or furniture (just moved into a new place.) First come first serve.",150,135,150,150,134
4074,S_bUzf4Aoeuj6xm79x,phone,T-Mobile**LG V10* 2 cases* external charger*book box all NEW condition,Folio case and box Otter box case and box External charger All in new condition phone still has plastic to peel off like new. No scratches 200$ Pick up in antioch,200,100,200,200,89
4075,S_wCQ7FEiNLPdvwedN,electronics,New Latest Amazon Fire TV Stick (with Alexa voice) with Kodi nd Mobdro,"JAILBROKEN AMAZON FIRE TV STICK WITH VOICE REMOTE KODI 17.1 Fully Loaded with all of the Add-ons you will need! Also have Mobdro All you need is an HDMI port on your TV and a wireless network to begin watching libraries of TV shows, Movies, and even live TV + PPV events from various networks all over the world for FREE! Features Include: • Custom Optimized Interface • Add-ons Pre-configured (mostly) • Add-on Installer Tool (search for and install new featured add-ons!) Comes with Instructions to use kodi. If interested please email or text or call on",75,37,75,75,36
4076,S_SApT9OJKQoP7DE3p,electronics,Tektronix 545 oscilloscope Cart,"This vintage cart is rugged and of very solid construction; it was made for the rather heavy 545, 547 tube-type/hybrid series scopes and should be OK for the Tektronix 7000 series scopes. Besides some scuffs and dust, this cart is in pretty clean shape condition. Please leave your phone number to see it in Pt. Richmond. Local sale only, No shipping.",50,25,50,50,22
4077,S_vAIRLIkp9txFr0QG,car,2008 Toyota Scion xB (Low Mileage/Clean Title/Mint Condition),"Up For Sale is in Excellent Condition *** *** *Clean Title (Carfax Report Available) *Excellent Running Condition *No Any Mechanical Issue * *Made in Japan -4-Cyl, 2.4 Liter Engine -Automatic Transmission -Air Conditioning -USB AUX & MP3 Player with Premium Sound -Dual, Side and Head Curtain Air Bags Please call Hi5 Auto at (41601 Albrae Street, Fremont, Ca 94538) for appointment to see and test drive the car.",6415,5773,6415,6415,5718
4078,S_hlyLCBg9I7YqxchP,housing,STUNNING 3 BEDROOM  UNION CITY TOWNHOME,"Picture -  perfect Union City townhome nestled in the Pacific Terrace community. This home flows beautifully with cathedral ceilings, recessed lighting, arched walls, dual paned windows and a built-in laundry. The kitchen has a gorgeous granite slab, stainless appliances and built in compactor. Use of the community pool, clubhouse and playground is included. Walk to Bart, park and shops. COMMUTER'S PARADISE... WALK TO BART Address is 1049 Moonstone 2.5 bathrooms Landscaping,pool and clubhouse provided Lease duration - 1 year Credit and backround check for each adult over 18 No Section 8 or smokers please OPEN HOUSE IS THIS SATURDAY MAY 6TH FROM 1-2M PM",2990,2093,2990,2990,1835
4079,S_f89cgbZk7N61g5At,furniture,Ethan Allen Side Table - 2 drawers,"Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain. The top of this table shows signs of wear mostly scratches.  Ethan Allen asked us to cover the scratches with a brown marker and it helped.  I tried to take pictures of the scratches.  refer to pictures. * the organizer inside the drawer is not included.  I am selling other furniture, all high quality, Ethan Allen, Crate and Barrel, Sustainable wood,...  (desk, side tables, Chairs, Drawers, Chest, TV stand, mirror) - Let me know.",85,59,85,85,57
4080,S_23aDdf5cWWjI3fR3,furniture,Rustic Cocktail Tables,"Hi, we have three rustic iron frame with round wood cocktail tables they are 43 inches tall and 27 inches round top, these were welded for a party, but not needed anymore, we hope someone can use these. They can be used as is or covered like this picture or what ever you like. Motivated to sell , so please make offer Thank you",75,52,75,75,52
4081,S_ZfTVg6V02yYt6fOu,housing,"""FULLY REMODELED"" Studio, 1 Bath, 4plex","**Open House today, May 14, 2017 @ 12-1 p.m.** Rooms: Studio / 1 bath City/Neighborhood: Emeryville Showing: By Appointment Only Utilities:  Garbage, water, gas electric will be billed by landlord Features: Stainless steel- fridge, stove, dishwasher, microwave, washer + dryer To view more properties please visit smcrents.com and click on available and upcoming tab (call only) or",1895,1326,1895,1895,1257
4082,S_WMeCmqmwmXnr2uA0,car,2015 CHEVY SONIC LT hatchback hatch back 13 14 15 Chevrolet aveo cruze,"Drives like new! Looks new! Smells new! Tags current and title in hand! Gets 40 MPG! SUPER LOW MILES! Power locks, windows, mirrors, and more! UPGRADED LT MODEL! Just smog'd! Practically a new car at a fraction of the new price!! Color: Black with Black Clothe seats Call or text or visit JPAMARO.COM Buyer to pay their own transfer fees Transmission: Automatic Title: Salvage from light damage only, has since been professionally restored!",5995,2997,5995,5995,2872
4083,S_LBnk44myz6NkPROM,electronics,40 in. Sony LED 1080p Flat screen,"I love this tv, but unfortunately I don't need a tv any more just a monitor so I'm selling this baby. The tv has great color. easy to use controls, easily accessible ports, and best thing of all is super light! Also it has a 60 Hz refresh rate so you can play games at 60fps.",340,237,340,340,228
4084,S_Sjqw15ggL4LVpzJf,phone,Nokia Lumia 920 AT&T,Hello I have a lumia 920 for sale it has 32gb memory build in FM radio and an 8.7 mega pixel camera the front screen is cracked but the phone is still fully functional. If interested call me thanks,60,54,60,60,54
4086,S_dwemxginpcwzeSOb,car,1972 chevy pickup chop top pro street/trade,"I am selling my 72 chop top pro street pickup it has a chris alston back half with a fab 9 rear end chromemolly axles posi 390 gears new 15x15 weld wheels with 31x18.5 x15 rear chrome four links..also it is a a/c truck with factory tilt wheel and tack. very nice stereo...it is red it has been in the family for 20 years... always in garage..it has a mild 350 motor and automatic tranny..it needs a little tlc from age but it is only 22500 .truck has a lot of custom features front bumper is molded in custom door handles..luvers hood and tail gate .rollpan. and more!!!trucks like this with no chop top are selling in the 20 to 30 ks???? so I feel this is a good deal....thanks have a great day!. the starter took a couple tries to catch???might need a starter..might not,.,but it is still a great deal for any body who knows the value of a truck like this...make offer do not need it .......",22500,20250,22500,22500,20187
4089,S_GHbMo5cDMVCG7N8P,furniture,Planter Boxes,I've got 5 beautifully made custom made planter boxes for sale. All best for indoor use. Made with boat wood and mdf on the exterior. Easy to change colors if you prefer. *** Plants not included and I can deliver them Prices below OR BEST OFFER!,25,17,25,25,16
4090,S_uVxB3zk8f6PNHLrD,bike,"Beautiful Bianchi folding bike 3-speed Comfy, fast, fun!","Beautiful chrome and emerald green vintage Bianchi folding 3-speed bicycle Handmade in Milan, Italy • Perfect for minimalists • Hand made in Italy • Folds for easy storage or commuting on BART/Cal Train/TransBayBuses Cash App, Ven Mo, Paypal App, cash or postal service money order, local sales only Can meet downtown or near any BART station Great for prop stylist, photo shoot, window styling, staging, fun! Better than any Trek, Schwinn, Giant, Surly, Bianchi, Tern, Dahon, Bike Friday, Brompton or other folding bike.",350,315,350,350,305
4091,S_hB40XVzMVgXTxzH3,housing,Beautiful Home in the Bridges,"Spacious 5 bedroom, 3 bath home plus bonus/loft area. Dramatic vaulted ceilings in the living, dining & family rooms, gorgeous island kitchen w/gas range and included flattop griddle, stainless steel double oven, included refrigerator and breakfast nook. Family room is overlooked by the upstairs landing and walkway and features abundant natural light and stone fireplace Two bedrooms and one full bath are located downstairs, while the master suite, two additional bedrooms, laundry room and bonus loft area are upstairs. The master suite features built in speakers, dual walk in closets, double sinks, shower and separate tub. A large bonus room/loft overlooks the dining and living areas from the balcony. Additional features include dual zone HVAC system, alarm system (requires activation and monthly contract w/tenant), nicely landscaped back patio & yard, two car attached garage and community pool and tennis courts. Minimum 1 year lease Realtor Associate Clocktower Realty",4800,2400,4800,4800,2297
4093,S_REytPkXMOjKOVfLQ,bike,Girls Road bike - Trek,Bike for sale. Bought this bike  (and another bike for Sale) a few years ago and my kid hardly rode it. Like new condition. Needs some cleaning. Pick up only. Fits ages 8-13.,100,70,100,100,69
4095,S_sdr8f957WHjNJ3Tx,bike,Leader 725,"Hi I'm selling my leaders 725 This bike is in excellent condition and has been maintained regularly.. Aircraft aluminum frame with carbon fiber Leader forks made in Taiwan, size 56 lightly used if you have any questions feel free to call or text Brandon at",550,385,550,550,379
4096,S_gRvcKasMMcJFzq7A,car,"2014 Toyota Prius Plug-in hybrid Hatchback 4D, backup camera","2014 Toyota Prius Plug-in hybrid Hatchback 4D, backup camera, and Bluetooth... if you guys interested, then call me at 925/4/nine/7-5912.",11900,5950,11900,11900,5709
4097,S_fd8LCOmJbB7PqH2K,furniture,Pendant Lights with Murano Glass (Moving Sale),"Brushed nickel finish Condition: Structurally Sound Excellent Working Condition Search Steve2017 for my other listings or simply click on the ""more ads by this user"" link found under the map. Please email me if you are interested. Serious inquiries only. 1st come 1st serve",500,350,500,500,347
4098,S_24aJRSz9QKR9AwOC,furniture,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,125,112,125,125,110
4099,S_skBSSUwqtbSmL6fF,bike,Cannondale Slate Ultegra Medium,"Ultegra 2x11 with hydraulic disk brakes Magic tubeless wheels with Schwalbe G-One tires FSA Gossamer crankset with 50/34 chainrings Includes Maxxis Detonator tires (not shown) Includes 2 Cannondale water bottle cages (silver, not shown) Deep scratch on right crank arm (see photo)",2400,1680,2400,2400,1531
4100,S_HbbvAoZhA8tSyH6t,housing,Live or Work/ Office Space/ Apt. in Hayward,This is a large open space with skylights and outside deck. It has been used as an artist studio. It also would make wonderful offices. Two of rooms have been used as bedrooms. There is a kitchen and one bathroom. The space is on the second floor and backs up to the Lucky Shopping Center parking lot. Close to BART and a block from City Hall. Please call Howard at for an appointment to see.,2900,2610,2900,2900,2584
4101,S_r8ksSRmcshBfGJNs,furniture,BRAND NEW LOUISE PHILIP QUEEN SLEIGH BED WITH ONE NIGHT STAND,"IF U SEE THE AD IT IS AVBL,,,PRIVATE SALE, BRAND NEW IN ORIGINAL BOXES,,LOUISE PHILIP DESIGN SLEIGH STYLE BED SAME AS IN THE PICTUR,,REDISH/HONEY COLOR  WITH MACHING NIGHT STAND. NEVER BEE USED. AlSO, I HAVE A BRAND NEW QUEEN FIRM MATTRESS FOR IT FOR 350 $$DOLLARS. ALL TOGETHER FOR 700 $$$",350,244,350,350,240
4102,S_foalqfon0nEp8xqE,bike,Black Raliegh 3-speed (1960's/70's Classic),"This is a very nice bike, with mostly new parts. It has new tires, brakes, a well serviced 3-speed transmission, and very comfortable upright seating (""Dutch-Style?""). Call me up to ride away~ the previous rider was 5' 4"". I am 6 feet and I like it a lot.",125,112,125,125,109
4103,S_jAK5EteoZ3pxgaYF,car,2006 Infinity M35 AWD,"2006 Infinity M35 Fully Loaded, Fully Power, Privacy Windows, Moon/Roof, Sun/Roof, Clean Title, Runs Great, Overhead Airbags, Power Locks, Power Mirrors, Power Seat(s), Navigation System, Power Windows, Rear Defroster, Rear View Camera, Side Airbags, Smart Key, Sunroof(s), Traction Control,  4WD/AWD, A/C Seat(s), ABS Brakes, Air Conditioning, Alloy Wheels, AM/FM Stereo, Automatic Transmission, Bluetooth, BOSE Sound System, CD Audio, 198,000 Miles, Cruise Control, Front Seat Heaters, Leather Seats, Runs and Drives Great, Memory Seat(s), Navigation System, If Interested Call",5300,4770,5300,5300,4707
4105,S_IAmuagoSESoIZU3X,bike,Haro Race Lite BMX must see bad ass racing bike extra small,"I built this haro race lite bike it has little miles, and works awesome, however it either needs a chain tensioner, into position , it doesnt let the brake work unless adjusted at a non recomended angle, and does need adjustment i have no phone , so if interested, leave number and place time to meet, (anywhere in berkeley, any daylight hours) peets north berkeley ideal! it has an easyer gear (i can ride it up crazy hills) im 6 ft this bike would be ideal for 5 ft or under",300,270,300,300,266
4106,S_fsA64jTr9SYKpFQ1,housing,Pleasant 3Bedrooms Home In A terrific Location !!,Wow! Great Move-in Special! 3BR/2BA Ready Now! Call Today! Rent ot own option available .so call for more details... Two Bathrooms family rooms rent to own option available. Rent ot own option available .so call for more details... CALL FOR MORE DETAILS...,1815,907,1815,1815,766
4107,S_5peNdKJfnaEcOEGf,furniture,Pair of Patio Chairs with Cushions,"Outdoor Furniture for Sale - Pair of Patio Chairs with Cushions in good condition.  The chairs are green plastic and have some discoloration from being in the sun, but they do the job and are quite comfortable. Cash only, you pickup please.",10,5,10,10,4
4109,S_JRIOAYSwc8XHtNNZ,housing,COME TOUR WITH US TODAY!,"Domain Luxury Apartment Homes FLOOR PLAN: 1 Bedroom/1 Bath, D Building Neighborhood: The Heart of Downtown Address: 1389 Jefferson Street Oakland, CA 94612 Property Type: Luxury Apartment Home Lease Term: We offer Flexible Lease Terms. 1-13 Months Domain, the Heart of Downtown Oakland! Our location offers convenient access to freeways, multiple train lines including Bart and Amtrak, award-winning schools, popular sidewalk cafes, a multi-cultural shopping experience, and excellent fine dining options. Free AT&T Internet Offered Stainless Steel Appliances Dishwasher Gas Stove Top and Oven In most units Microwave Granite Counters Large Double Glass Window Patio door /Balcony in some units Floor to Ceiling Glass in Many Homes Premium Plank Flooring in Most Homes Free AT&T Internet Offered Gated Parking Professional On-Site Management Serenity Studio Bike Workshop Connect Cafe Storage Spaces Available Rotating Local Art Gallery 2 Blocks to City Center Bart Free Yoga Classes for Residents Domain's Leasing Consultant: Domain Oakland Apartments 1389 Jefferson Street www.thedomainoakland.com *PRICES ARE SUBJECT TO CHANGE DAILY*",3114,2179,3114,3114,2048
4110,S_xat4l5zwGxgu8ikn,furniture,Mid Century Dining Set (Moving Sale),"Chrome frame Tweed upholstery Smoked glass table top (not pictured) Condition: Structurally sound Search Steve2017 for my other listings or simply click on the ""more ads by this user"" link found under the map. Please email me if you are interested. Serious inquiries only.",250,125,250,250,109
4112,S_oXjqGsw7uQBVNqSp,bike,"Schwinn bike for woman, 21 speeds","Condition is ok, good tires. 21 speeds, very easy to change. Selling as not used anymore. Sold as is, cash only.",80,56,80,80,49
4113,S_a8O1guHcWqiEG1yj,furniture,IKEA Night stand,Not sure about the model number but I bought it at IKEA. pickup only. It has a small white paint and scratch.,10,5,10,10,4
4114,S_YJ4vhs994jIRxrlh,housing,1 BR 1 BA - Berkeley - Stuart & Sacramento - Available Now or May 1st,"Location: 1501 Stuart Street Apt. #6, Berkeley, CA 94703 (Southwest Berkeley) Close to Schools, U. C. Campus, Buses, and BART Station. * Electric Stove * Gas Heater * Designated Parking Space * Tenant pays for all utilities except for garbage collection / water * Natural Lighting * One year lease minimum * No pets please * Laundry Facilities, 2 blocks away Points of Interest: - Berkeley Bowl Groceries Market - (0.6 miles) - Ashby BART Station - (0.6 miles) - North Berkeley BART Station - (1.1 miles) - Bus Lines: www.actransit.org Please call Mr. Young to schedule an appointment to view the apartment at",1900,1710,1900,1900,1700
4115,S_WrZCyqkVGJe0C1I7,furniture,Power double recliner,"I have a beautiful, comfortable power loveseat available at a discounted rate. This beige-colored double recliner has electronic switches on each side that offer you continuous movement as each chair transforms from upright, to legs extended, to back reclined. The loveseat is easy to take apart and reassemble - the back rest comes off easily, making it easy to transport into your living room or anywhere else. I can help you load it in your vehicle. If you don't have a big enough vehicle, Lugg is a good app for moving labor (they pick it up and take it to you.)",225,112,225,225,86
4116,S_3KV6fclRRrfAdOiI,bike,55 cm 2002 Lemond Buenos Aires - upgraded parts,"2002 Lemond Buenos Aires frame, with all upgraded, and some new, parts. Lemond frames run a little long - I'm 5'11"" and it fits me well. The frame has a few paint chips, but is structurally perfect and has no rust. Frame saver has been applied regularly on the inside. This frame has served me well for many wonderful miles. The Reynolds 853 steel makes it about as light as steel frames come. This is the same frame and geometry as is used on the Lemond Zurich and Maillot Jaune, but it came with different standard components. It's bomb proof, stiff, and incredibly comfortable. About a month ago I stripped it down and rebuilt it with a combination of new and used parts. Frame: 2002 Lemond Buenos Aires 853 Reynolds chromoly steel Wheels: Mavic Ksyrium Equipe (replaced freehub body 500 miles ago) Shifters/Derailleurs/Brakes: almost new SRAM Apex 10 speed (long cage rear derailleur) Crankset: SRAM Force 53/39 Bottom Bracket: brand new SRAM GXP Chain: brand new KMC 10 speed hollow pin Brand new cables and housing",825,577,825,825,549
4117,S_N2OCkysxu3j1oQd0,phone,iPhone 6 Factory Unlocked - Gold color,"Price firm, no lower offer accepted Gold color iPhone6 with 16GB Factory GSM Unlocked  iPhone 6 for ATT, T-Mobile, Verizon, MetroPCS Very good condition Included wall charger Wiped clean, ready for use IMEI and iCloud are clear Network ATT",270,135,270,270,109
4118,S_WH3IpIMKly6YKC9I,furniture,Solid Oak Table- expandable,"Solid oak table with 4 leaves. Width is 42"". Length ranges from 29.5"" to 68"". Height is 30.5"". We've used it as both a dining table and desk. Overall, great character. Some minor scratches. Cash only. Pickup only.",95,47,95,95,45
4120,S_pMB7qslpsGSYqIsY,bike,Thule Swing 4 Bike rack,"Thule Swing 4 bike Rack with 2 inch hitch. It comes with integrated bike lock and hitch pin lock with keys, 4 Thule No Sway Cage bike Stabilizers and 2 Thule bike adapter bars for women and children bikes.  All rubber straps are in great condition.",225,112,225,225,100
4121,S_50gDxR4c3bf0xVxY,bike,Price drop!!  Specialized Camber Comp,Up for sale . Barely ridden  camber comp with upgrades. Any questions please feel free to shoot me a text . Frame is a medium . 2x10 drivetrain Rockshock revolution fork boosted to 150mm 130 rear fox cats float Tubless,2200,1980,2200,2200,1955
4122,S_fG2EDHRMID7MQdMi,furniture,4 Cubicles for Sale,"Cubes for sale, 4 pack (2 deep, 2 wide). H:47, W:72, D:72. Any chairs, cabinets etc. are included. Visa, MasterCard & Amex accepted.",400,200,400,400,155
4124,S_2GzFZgI6AkDaMJGm,electronics,New Latest Amazon Fire TV Stick (with Alexa voice) with Kodi nd Mobdro,"JAILBROKEN AMAZON FIRE TV STICK WITH VOICE REMOTE KODI 17.1 Fully Loaded with all of the Add-ons you will need! Also have Mobdro All you need is an HDMI port on your TV and a wireless network to begin watching libraries of TV shows, Movies, and even live TV + PPV events from various networks all over the world for FREE! Features Include: • Custom Optimized Interface • Add-ons Pre-configured (mostly) • Add-on Installer Tool (search for and install new featured add-ons!) Comes with Instructions to use kodi. If interested please email or text or call on",75,67,75,75,66
4125,S_SMLlJgvUCVWVNCea,phone,Samsung Galaxy S3 Unlocked Cellphone,"This Samsung Galaxy S3 is an Unlocked GSM Cellphone, so will work it work with carriers which provide GSM Sim Card. Will work Overseas as well. Phone Condition is prinstine as it has been in an Otterbox Defender case since the day I bought it from AT&T store. The otterbox case condition is not too good due to phone usage over a period of time. Also, Comes with Brand New never used Headphone and Phone wall charger. Thanks for looking 2G Network GSM / 1900 / 2100 4G Network Region Based iPhone, HTC, Droid, Android, siii, s3, nexus, 5, iPhone6, 6s, 6s plus, nexus4, nexus, nexus 4, bionic, rzer, razr, S4, MOTOROLA, LG, razor, unlocked, root, rooted phone, rooted, razer, htc one, S4, siiii, s 4, s iiii, galaxy s4, escort Motorola Razr2 V8, Razr2 V9, V9m, motorola q, Q9h, Q9, Q9m, Q8, sharp ipod playstation 2 psp ps3 xbox xbox 360 T'mobile, cingular, 8800, n73,n95, n91, n93i, 8800 sirroco, Verizon Q, LG VX8700, EnV, CDMA Sprint Chocolate Motorola Ve K1m V3m Treo 700wx 700p 700w black berry pearl black berry curve 8830 8800 8100 apple iphone modded 1gb 2gb",129,116,129,129,113
4126,S_nALhNO6D1KRXdttL,housing,"LET US PAY YOUR DEPOSIT & $1,000 CREDIT TOWARDS YOUR FIRST MONTH RENT","Experience the Solis Life Style! Solis is Hayward's best kept secret offering newly renovated Studio, 1, 2, and 3 bedroom apartments. Our homes were designed with you in mind and are satiated with elegant interior finishes including in-home laundry*, gourmet kitchens equipped with top of line stainless steel appliances, high end gas stoves, modern cabinetry, hard surface counter-tops, wood-grain laminate flooring, brand new double pane windows, desirable open floorplans, distinctive energy efficient fixtures and many other meticulous finishing touches. In addition to top of the line interiors, Solis also offers ample covered parking, convenient laundry facilities, oversized patios, and a sparkling pool. With just a brief drive to downtown Hayward, shopping, CSU East Bay, and BART and a simple commute to San Jose, The Peninsula and Oakland, Solis provides the optimal balance between luxury, affordability, and location. We invite you to set up an appointment today with one of our welcoming and highly responsive management team members, committed to providing the lifestyle you deserve. *Select Floorplans only For more information please call",1898,1708,1898,1898,1698
4127,S_2FLZOeca5C5tDa1o,electronics,Brand new Pogoplug Mobile Backup and Sharing Device,"Brand new Pogoplug Backup and Sharing Device, POGO-V4-A1-01.  Never opened or plugged in. Pogoplug POGO-V4-A1-01 Mobile for iPhone/iPad And Android Devices Continuous, centralized backup of all of your computers (Windows or Mac) and iPhone, iPad or Android devices 60-second setup never worry about backing up again No storage limits and no additional fees when using your own external hard drive Includes 1 USB port and 1 SD Card Slot",15,7,15,15,6
4128,S_6Qrl3zquyMMoJOzs,bike,* Pure Fix Flip Flop Fixie / Single Speed Matte Black 54 cm w Extras,"............................................................................................................................. Purefix Pure Fix Flip Flop Fixie / Single Speed Bike Bicycle. Mike Model in black & white w gold accents. Matte Black frame with Pure-White deep dish wheels and Gold hubs. Its customized into more badassness not default. Plus no tax or shipping fees. Yall know this.. so no lowballers.. no one likes low balls. https://www.purecycles.com/products/fixie-the-mike?variant=352156111 54cm: 5'7""-5'9"" height	30""-32"" leg Includes custom: - white handle grips - Bontrager white bottle holder / cage - front & back white lights - Kryptonite U lock - Pedro's Trixie Tool",340,170,340,340,144
4130,S_HZ0xsjBb3fOOwJaV,car,2008 Toyota Scion xB (Low Mileage/Clean Title/Mint Condition),"Up For Sale is in Excellent Condition *** *** *Clean Title (Carfax Report Available) *Excellent Running Condition *No Any Mechanical Issue * *Made in Japan -4-Cyl, 2.4 Liter Engine -Automatic Transmission -Air Conditioning -USB AUX & MP3 Player with Premium Sound -Dual, Side and Head Curtain Air Bags Please call Hi5 Auto at (41601 Albrae Street, Fremont, Ca 94538) for appointment to see and test drive the car.",6415,4490,6415,6415,4302
4131,S_5EGtf3XuAFpYVuSj,electronics,"65"" UN65KS9800 SAMSUNG 4K CURVED SMART TV","65"" SUHD 4K KS9800 Series Curved Smart TV - 2016 Model - Top of the line- The TV with the Most Superior Level of Color, Contrast, and Brightness. Smart TV with Apps, Full Web Browser and  Super Motion Rate 240. Pick up from Fremont Ca 94536 Excellent 65"" CURVED SUHD TV- new, not used,  in flawless condition, under manufacturer's warranty until January 2018. It comes with One Connect Box, Stand, Smart Touch Remote, Table Top Stand, User's Manual and Power Cord.",2200,1100,2200,2200,825
4132,S_n1eDzrunEloTHMyX,phone,$493 + Balance AT&T GoPhone Prepaid SIM Card + Free Samsung Phone,"We are selling AT&T GoPhone Prepaid SIM Card Very good Rate: Calls - 10c per minute, 20c per SMS You can change a plan for any other available later. We have got a contract with other mobile company and so don't need this prepaid gophone anymore. ---------- LOCAL PICKUP and CASH ONLY!",379,341,379,379,339
4133,S_6a2HZvgyrqgycPC6,car,2015 CHEVY SONIC LT hatchback hatch back 13 14 15 Chevrolet aveo cruze,"Drives like new! Looks new! Smells new! Tags current and title in hand! Gets 40 MPG! SUPER LOW MILES! Power locks, windows, mirrors, and more! UPGRADED LT MODEL! Just smog'd! Practically a new car at a fraction of the new price!! Color: Black with Black Clothe seats Call or text or visit JPAMARO.COM Buyer to pay their own transfer fees Transmission: Automatic Title: Salvage from light damage only, has since been professionally restored!",5995,5395,5995,5995,5320
