scenario_id,post_id,category,title,description,listing_price,images,buyer_target,buyer_bottomline,seller_target,seller_bottomline,intersection,target_gap
S_VdUI1W7ACEtJkhgg,6133659514,housing,Must see in Alameda,"Duplex (side by side), 2 levels, 2 bedroom, 1 bath, hardwood floors, one car garage, with additional space in front of garage, washer and dryer in separate laundry room and private back yard. Available June 15th. See photos below. Call",2800,housing/6133659514_0.jpg,2520,,2800,,,280
S_eTyHwUDOn9hmBmJq,6104012221,furniture,Executive Leather High Back Chair,-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.,60,,30,,60,,,30
S_RYPGXL5Z7iDWvTax,6151971804,phone,Samsung Galaxy S6 Active,"Hello, I am selling a white Samsung Galaxy S6 Active from ATT,32GB.  Phone is unlocked and in excellent condition.   You can email or text me at",280,phone/6151971804_0.jpg,252,,280,,,28
S_fG5kmgW12Cb3w5DQ,6153392576,bike,Trek 790 Hybrid bike- Good condition,"For sale is a well used, but good condition Trek 790. It has new shifters, new brakes, new rims, and handlebar grips as of 2 or 3 years ago, but not used much since then. The rear brake cable is currently missing, but everything else is complete. It has a different seat than it had originally. There is some rust in places, but nothing major at all.",220,bike/6153392576_0.jpg,110,,220,,,110
S_5wp4n88lrtlZwl4Q,6129182458,car,2009 Madza CX7 - Runs Good  Passed Smog,"Runs and drives good, just passed smog, recently had tune-up automatic transmission, 170,000 miles, power windows and locks, nice cloth interior A/C blows cold, cd player, alloy rims and good tires, heated seats, tinted windows, and clean title For more information pls call",3500,car/6129182458_0.jpg,2450,,3500,,,1050
S_YsKH8P143CDE0FAJ,6149105280,bike,Felt F1 Carbon Road Bike w/Dura-Ace 10spd Group Small,"Selling my custom built Felt F1 carbon road bike.  Built by a professional bike mechanic, the frame is paired up with a full 10spd Shimano 10spd Dura-Ace group (2x10).  The wheelset is also a carbon Shimano Dura-Ace wheelset.  The seatpost and handlebar are also carbon.  Everything is in excellent condition and has no more than a couple hundred miles on it.  The complete bike weighs a mere 15lbs. without pedals.  The bike is a small and would fit anyone who is around 5'3""-5'6"".  Please feel free to ask me any questions regarding the bike. Thank you for looking,",1695,bike/6149105280_0.jpg,1525,,1695,,,170
S_3cpIikrOtlXdecxm,6129140154,housing,Beautiful Pleasanton Apartment,"** As long as this Ad is showing the property is Available ** Address: 5643 Sonoma Drive, Unit 7, Pleasanton, CA  94566 One (1) Bedroom, One (1) Bath Unit. BRIGHT, SUNNY, upstairs unit.  Comes with Dishwasher and built in Microwave.  Unit comes with a balcony for BBQ.     This building has plenty of parking.  Unit is close to 680 Freeway. PHOTOS:  Photos are not of actual unit, but are similar in quality. LEASE TERMS:   1 year.  Resident pays PG&E and Cable.  Owner pays for water and garbage. To Apply Please Bring: Photo ID 2-3 paystubs with YTD information Application Fee This property is professionally managed by: Key Property Management located in downtown Walnut Creek. Equal Opportunity Housing Prices are subject to change without notice.",1750,housing/6129140154_0.jpg,1225,,1750,,,525
S_6hPNs970Q8BSwMxI,6124871768,electronics,CAMBRIDGE SOUNDWORKS CENTER CHANNEL PLUS SPEAKERS by Henry Kloss,"Enjoy all your favorite movies with excellent sound delivered by your Soundworks Center Channel Plus center speaker. This Cambridge Soundworks center speaker features a high output capability with a strong channel amplifier, which renders a crisp quality to your sound. With a power handling capacity of 40 watts and more, this Cambridge Soundworks speaker delivers sounds without distortions. Even at higher volume levels, this Cambridge Soundworks center speaker is capable of giving accurate sound and realistic dialogue output. With an expedient shape, this Cambridge Soundworks speaker is tailor-made to perfectly fit on top of the TV set or below the support stand. Get the Soundworks Center Channel Plus for your television and enjoy movies with theatre like sound quality. This item is tested, operational and no missing parts. Free demo before purchase. I sell or trade for a old mens wind up, automatic, kenetic, solar, eco drive watches, 7"" prerecorded reel to reel tapes, 10"" take up metal reel, nab hub reel adapters, smart phone, etc. Click on ""more ads by this user"" for lots more kool stuff... Please respond with your NAME and NUMBER; otherwise it will be deleted like SPAM.",100,electronics/6124871768_0.jpg,70,,100,,,30
S_YYLQxpRKtZFU3k9C,6121982515,car,1963 Ford Galaxie 500 (no post 4 dr),"Runs and drives great.. 4spd manual transmission  (that's been rebuilt.)New wheels and tires,and H pipe exhaust..Allot to share about this car (including a stroked 410cu built from original block)..Trade possible for a nice 4x4 and cash.. ""Im stuck using it as a daily driver..""Dont have all the cash..?call me anyways.. I may work out payments..",10500,car/6121982515_0.jpg,9450,,10500,,,1050
S_s057kCBtR1V7atWt,6131492247,housing,Live/work 3br apt. ner West Oak. Bart & S.F.,2950.00 for a 3 bedrooms and 2 Bathrooms Live/work apartment near the West Oakland Bart Station and about 10 minutes to San Francisco via Bay Bridge this space is 10 ft. ceiling the floors are ceramic title and Laminated the ceiling have 2 skylights and 1 off street parking with laundry hookups the address is 333 Henry St. Oakland the deposit is 1500.00 no section 8 if you have any question you can call Rafa at to schedule a time,2950,,1475,,2950,,,1475
S_MaM16lLsKMN53TUZ,6128872768,furniture,Side Waiting Room Tables,-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.,50,furniture/6128872768_0.jpg,35,,50,,,15
S_aVt5ebnfCsuRxtYc,6146485758,bike,Salsa Casseroll 56cm (fits more like 59cm),"This is a great bike that is a bit too big for me (listed size is 56cm, but it feels larger - internet commentators estimate that it fits more like a 59cm). It's a versatile bike that is well-suited for light touring, commuting, and weekend road rides. It has a steel frame with clearance for wide tires, plus cantilever brakes and rack/fender mounts, and a wide gear range...but it's still light enough to be maneuverable and fun. The long head tube makes for a comfy upright geometry. It also has horizontal drops and could be converted to single-speed. Bike was just tuned up, so it has a brand new chain and shifts and rides flawlessly. Frame is in mostly great shape aside from a couple of scratches. Pictured saddle and pedals not included; I will provide a different saddle/pedals if you need them.",700,bike/6146485758_0.jpg,350,,700,,,350
S_nIszWzB2VWq7vErm,6141799628,bike,Lemond Pro team road bike,"Former MercuryViatel pro team bike Custom Reynolds steel frame. Light agile and stiff compared to consumer models such as Zurich. Custom geometry equal to a 54cm frame. Top tube 55, seat tube 54 Carbon fork, carbon seatpost and compact cranks 50-34 Has usual small paint chips and decals that is fading but no crash damage and straight frame.",600,bike/6141799628_0.jpg,420,,600,,,180
S_1Pgj6rDgBO1xByfl,6133105838,housing,"INDOOR POOL, HUGE FLOOR PLANS, FIRESIDE LOUNGE","Tour and Lease and Receive Your 1st Month's Rent Take advantage of the three gorgeous swimming pools, the soothing sauna, or the state of-the-art strength and fitness center without ever leaving this beautiful community.",1626,housing/6133105838_0.jpg,1138,,1626,,,488
S_cidVUcIEiYQSpPyn,6149340092,electronics,Sony Bluetooth Speaker,"Hi,I""m selling a Sony Bluetooth Speaker. Feel the powerful, clear sound of extra bass, connect and stream music easily with Bluetooth and NFC, pump up that party feeling with club-like LED lighting Connect and add more speakers with party chain, customize and control things from your smartphone with song AL, stand it up or lay it down with a flexible, two-way design Add to a TV or other equipment with Audio input/output, increase the clarity and quality of what you hear with clear Audio",140,,70,,140,,,70
S_MD6msbY3StBvErel,6146485758,bike,Salsa Casseroll 56cm (fits more like 59cm),"This is a great bike that is a bit too big for me (listed size is 56cm, but it feels larger - internet commentators estimate that it fits more like a 59cm). It's a versatile bike that is well-suited for light touring, commuting, and weekend road rides. It has a steel frame with clearance for wide tires, plus cantilever brakes and rack/fender mounts, and a wide gear range...but it's still light enough to be maneuverable and fun. The long head tube makes for a comfy upright geometry. It also has horizontal drops and could be converted to single-speed. Bike was just tuned up, so it has a brand new chain and shifts and rides flawlessly. Frame is in mostly great shape aside from a couple of scratches. Pictured saddle and pedals not included; I will provide a different saddle/pedals if you need them.",700,bike/6146485758_0.jpg,630,,700,,,70
S_pGIsPEfYgIKUEyND,6137910991,furniture,Pair of Vintage Grape Vine Side Tables,"A pair of stunning vintage side tables with bases formed out of natural old growth grape vines and heavy circular glass table tops. Each measures 24"" in diameter x 20.25"" tall. Cash only. Can deliver within the bay area for a small fee depending on your location. If interested, please text or email me. grapevine side tables, burlwood table, live edge table, rustic, vineyard, wine country furniture, mid century, grapevine",800,furniture/6137910991_0.jpg,720,,800,,,80
S_dLKMVZPTRCZANPXE,6131664773,housing,Studio Available,"Large Studio, 4 blocks from UC, spacious, with extra closet, full kitchen, balcony. Short distance to Bart, shopping, bus. It is an amazing Studio 1 bath apartment The location is fabulous! Only 4 Blocks away from UC Berkeley campus, walking distance to shopping, restaurants, and entertainment Downtown Berkeley. No pets. AVAILABLE June 1st Some with excellent View!!!",1650,housing/6131663768_0.jpg,1155,,1650,,,495
S_Dp8huCu0HhoMRULW,6129433835,housing,A Gorgeous Home In A Terrific Area With Lots Of Amenities,A Gorgeous Home In A Terrific Area With Lots Of Amenities It couldn't be any simpler... Call to see if you qualify for our lease with options program today. All you need is a job and proof of income to qualify. Some income requirements may apply. Looking for a responsible tenant who can take over payments on this beautiful home. A lease with the options is available. Verifiable income required. If you're interested in rent with option  there have several options available.,2320,housing/6129433835_0.jpg,2088,,2320,,,232
S_7S7n200GiAxRRYwd,6145038227,furniture,Mid Century Dining Set (Moving Sale),"Chrome frame Tweed upholstery Smoked glass table top (not pictured) Condition: Structurally sound Search Steve2017 for my other listings or simply click on the ""more ads by this user"" link found under the map. Please email me if you are interested. Serious inquiries only.",250,furniture/6145038227_0.jpg,225,,250,,,25
S_nSl6c9Ba9jhIZElR,6133528505,car,2005 Toyota Camry XLE Clean Title 42K Miles,Automatic Transmission Clean Title Clean title. Clean CARFAX report available. 1 previous owner. Well maintained. Shifts smoothly. No mechanical issues. No leaks. Tires are in good condition. You can reach me at,8500,car/6133528505_0.jpg,7650,,8500,,,850
S_J8Rl1E7ktaQZb5J5,6154431922,electronics,V-moda Crossfade LP2 Over Ear Headphones,"V-moda crossfade LP2 headphones in excellent condition. Perfect for producing, dj gigs and all music listening needs. Very flexible and lightweight with a very comfy fit. Comes with microphone chord, case and adapter. Case had some scratches on it, but still works great. I lost the other metal shield for the headphones so the right side is matte black while the left is metal. This doesn't affect sound quality.",90,electronics/6154431922_0.jpg,45,,90,,,45
S_ZfXnbq8w1TKzuvix,6136559166,furniture,"Baby Changing Table with pad, 2 shelves and 1 drawer","Beautiful baby changing table and pad featuring 2 shelves and a fully functioning drawer.  The table structure is sturdy, made of solid wood with quality particle board at the bottoms of the shelves and drawer.  Overall in good condition, gently used. Non-smoking home. Dimensions at the widest/tallest points: Email to arrange pick-up in Alameda.",80,furniture/6136559166_0.jpg,56,,80,,,24
S_CHHpOY30LzXI784o,6132469018,furniture,Torchier lamp by Casella Lighting,"Pylon Torchiere by Casella Lighting Height 72 inches, with full range electronic slide dimmer, excellent condition, 2 units available. TRADE: interested in a Honda Generator, let me know what you have. Thanks NO Shipping BS...I will delete ad when sold Thanks... Stereo and TV not included",675,furniture/6132469018_0.jpg,607,,675,,,68
S_Od4kfIy6Nd0TU8xv,6145626381,bike,Sears Roebuck 3-speed cruiser bike.,"Sears Roebuck 3-speed cruiser bike. Circa 1960's. Classic, vintage, collectible. 20"" (51cm) step-thru frame. Good for someone 5'5""+. Specifications: Color: Metallic brown. Joytech brake levers. Joytech center pivot dual side pulled brakes. Sturmey Archer 3-speed shifter. 20mm Ø seat post. 170mm crank arms. Sturmey Archer rear 3-speed internal hub. 26"" wheels. 36 spokes. Joytech hub. Chain guard. Good condition.",150,bike/6145626381_0.jpg,135,,150,,,15
S_XUXIkgKu9ezsQb6a,6149739027,phone,Apple iPhone 6 Plus 16gb,"Like new!  Ready for any SIM card.  Clean iMei, iCloud signed off.  Black and Silver Gray. If post is still here, the phone is still available!!! Will not ship.",340,phone/6149739027_0.jpg,306,,340,,,34
S_ixYrx4FwYCM6IFmx,6124314828,furniture,Knoll Task Chairs,We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms. -------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.,45,furniture/6124314828_0.jpg,22,,45,,,23
S_4UWPwyJSZB1AyrCp,6133084061,housing,STUNNING 3 BEDROOM  UNION CITY TOWNHOME,"Picture -  perfect Union City townhome nestled in the Pacific Terrace community. This home flows beautifully with cathedral ceilings, recessed lighting, arched walls, dual paned windows and a built-in laundry. The kitchen has a gorgeous granite slab, stainless appliances and built in compactor. Use of the community pool, clubhouse and playground is included. Walk to Bart, park and shops. COMMUTER'S PARADISE... WALK TO BART Address is 1049 Moonstone 2.5 bathrooms Landscaping,pool and clubhouse provided Lease duration - 1 year Credit and backround check for each adult over 18 No Section 8 or smokers please OPEN HOUSE IS THIS SATURDAY MAY 6TH FROM 1-2M PM",2990,housing/6133084061_0.jpg,1495,,2990,,,1495
S_UUOypFUSWV8oBCLK,6114547018,phone,iPhone 6  (ATT)  64GB,"64GB iPhone 6 for ATT Very good condition Included wall charger Wiped clean, ready for use Brand Apple iPhone 6 Network ATT",320,phone/6114547018_0.jpg,160,,320,,,160
S_H82s4AHRvgx7N9UV,6139417427,furniture,Hospital Bed Homecare Bed - Electric Bed,"Fully-adjustable electric hospital bed, single-size. Excellent condition. Multi-adjustable: Head, knees, height all adjust. Rolling wheels. Includes nice mattress and side rails. Pick up in Sunol. The bed will fit in a Station Wagon, SUV, Mini Van..etc. It will break down into 3' sections for easy transport.",525,furniture/6139417427_0.jpg,472,,525,,,53
S_NexEJcA6LGucaLJN,6133460346,housing,Large beautiful one ­bedroom Near North Berkeley BART,"@Nice & quiet neighborhood, away from the city noise, yet @Very central & near everything @. . . Close to buses, grocery, cafe and restaurants @. . . Ideal for downtown Berkeley, UC Berkeley and San Francisco @. . . Only 2 minutes walk to University ave., shops, cafes hardwood floor Large kitchen with dining area &full bath 8 unit building, coin laundry furnished , unfurnished or semi furnished. call for viewing: ( 10:30am   7:00pm) after 1pm, you can also call:",1975,housing/6133460346_0.jpg,1382,,1975,,,593
S_CCrJmVCxxKzxgp0R,6146853039,bike,FELT mountain bike,"If the ad is up it's for sale so please don't ask! Email only no phone numbers thanks For sale is my Felt Q series 220 model mountain bike, 21.5 inch frame, adjustable shocks, thumb shifters, disc brakes. I have fitted bonetrager road tires, other than that it is is nice original condition with very minor blemishes. I'm 6ft 2 and this bike is a perfect size for me.",250,bike/6146853039_0.jpg,225,,250,,,25
S_EBsb9ysDTybzQ3Os,6133457034,bike,"very vintage Bianchi ""Townie"" bicycle. single speed","This is a very old Italian Bianchi bike, that has been rebuilt, with a new set of wheels. I also replaced the chain and seat, and relubricated the bike. It's working quite well. Feels tight, and sturdy! The new wheels are both aluminum sized 26"", and the rear wheel has a Shimano coaster brake hub. Call Marco to ride away~",120,,60,,120,,,60
S_H1SRpUuHhdADBHKI,6131492247,housing,Live/work 3br apt. ner West Oak. Bart & S.F.,2950.00 for a 3 bedrooms and 2 Bathrooms Live/work apartment near the West Oakland Bart Station and about 10 minutes to San Francisco via Bay Bridge this space is 10 ft. ceiling the floors are ceramic title and Laminated the ceiling have 2 skylights and 1 off street parking with laundry hookups the address is 333 Henry St. Oakland the deposit is 1500.00 no section 8 if you have any question you can call Rafa at to schedule a time,2950,,2655,,2950,,,295
S_VfCJ45CvlJwTsf49,6144130195,furniture,2 Gorgeous NEW West Elm Bliss Chair and a half,"http://www.facebook.com/shabbychicgarage For many other items for sale including Pottery Barn, West Elm, Crate and Barrel, Anthropologie, white shabby chic decor, vintage, antique furniture, country, cottage, french, rustic, antiqued, distress, distressed, farm house farmhouse style, weathered, reclaimed wood, mid century, modern and more..",1500,furniture/6144130195_0.jpg,750,,1500,,,750
S_heXQFeHrNWdQqzqq,6131332445,furniture,Dining room table and chairs,Four chairs and table with leaves. We will remove post when table is gone. The dimensions listed are without the leaves in the table.,60,furniture/6131332445_0.jpg,42,,60,,,18
S_Of9iynDwSxFdZxfV,6127322467,housing,Beautiful Townhome In Downtown Walnut Creek,"1680 Oakland Blvd | Walnut Creek, CA 94596 Via Property Management - Leasing Agent Chris Rousset (BRE Lic #01848037) | |",3600,housing/6127322467_0.jpg,2520,,3600,,,1080
S_ziEvxHZkSlHGHBHa,6144791236,furniture,PAIR OF ART DECO GEOMETRIC DISPLAY URNS,"Wow! Here is a cool Art Deco pair (2) modernistic display urns or pillars from former Art Deco Show in San Francisco.  They are approx 30"" tall.  These wonderful display urns are empty inside and they have lids.  They are made out of some kind of wood with a painted finish.  The colors are gold and black.  If you are a ""deco"" lover, you will love these. These fabulous Art Deco display urns can be seen at Yesteryears Marketplace Antique Store located at 433 Georgia Street, Vallejo, CA 94590. Phone for more informtion and directions",95,,66,,95,,,29
S_TyMuU9BtHmu9uBKT,6140066804,phone,Nokia Lumia 920 AT&T,Hello I have a lumia 920 for sale it has 32gb memory build in FM radio and an 8.7 mega pixel camera the front screen is cracked but the phone is still fully functional. If interested call me thanks,60,,42,,60,,,18
S_yVRLbTUkLE1JaaQZ,6153392576,bike,Trek 790 Hybrid bike- Good condition,"For sale is a well used, but good condition Trek 790. It has new shifters, new brakes, new rims, and handlebar grips as of 2 or 3 years ago, but not used much since then. The rear brake cable is currently missing, but everything else is complete. It has a different seat than it had originally. There is some rust in places, but nothing major at all.",220,bike/6153392576_0.jpg,154,,220,,,66
S_CYWKPIN6fCaZzHR7,6105865745,housing,"Executive Home, 6 Bed/4 Bath, Available May 1, Minutes to Peninsula!","*Open House May 7, 2017 from 12-1:30pm.* Large Beautiful Executive Home Remodeled Spring 2016 -Laminate and tile flooring throughout -Large home approximately 3050 sq ft, -Large landscaped lot approximately 6000 sq ft, -Quiet, Safe, and Family Oriented Neighborhood. -Approximately 8 miles (approx. 10 min) from FACEBOOK Headquarters (check Facebook shuttle stops), -Walking & biking distance to Pacific Research Center, Coyote Hills Regional Park, Don Edwards National Wildlife Refuge, -Two Minutes to the Dumbarton Bridge, -Easy access to freeways 84, 101, 880, 680, 92, 237, 238, -Nearby Newark downtown & shopping centers. Walking distance to Starbucks. -Upstairs - Large Master bedroom with attached Bathroom, 3 Bedrooms with Full Bath in Hallway -Downstairs - Master Bedroom with Full Bath, One additional Bedroom an Bath in Hallway -Wired for Voice, Data & Video (Satellite & Cable ready), -Granite Kitchen Counter tops -Breakfast Area, Family Room, & Fireplace, -Bright with natural light, skylights, and Well insulated, -Double-pane Windows all around, -Large walkout backyard, -2 Car Attached Garage, -Plenty of street parking, -Fully Landscaped all around with fruit trees. -Gardening Service included -This single family home has all modern amenities in a safe, stable, neighborhood. Security Deposit 2 months rent.",4500,housing/6105865745_0.jpg,4050,,4500,,,450
S_F76ZNQi0b8UHY9kV,6094125986,car,1998 Dodge Dakota Sport 4x4 1 Owner,"One owner Dodge Dakota Magnum 5.2 L, 4-Speed Automatic, 4x4 with shell.  Bought new in May 1998. Vary clean inside runs good, family just out grew. Emerald Green Pearl Coat, note the clear coat is coming off on the hood and roof. Interior Gray Cloth high-back seats Heavy duty service group (Battery, Alternator, cooling system, trans cooler) Security Alarm Power overhead Console The AC works and blows cold. Tires are good, about 11,000 miles. The only issues are windshield fluid doesn't squirt and the passenger mirror has a crack. Call if interested.",3900,car/6094125986_0.jpg,2730,,3900,,,1170
S_UVXHMEidvVIdTHcp,6123601035,bike,SOMA Doublecross 60 Ultegra Ritchey Carbon,"This is a SOMA Doublecross with a great touring/hybrid setup.  It has a Ritchey Carbon fork and King headset.  Shimano Ultegra gear set and derailleurs.  The Mavic CXP wheelset is two months old and has fresh continental touring plus tires.  I just road it across Oregon and it performed beautifully.  The pedals are hybrid mountain SPD clip pedals. The bike does not include the Cateye system. I put the thinner tires on for mainly road touring, however, I also have some thicker tires that worked fine when riding dirt trails etc for more CX use.",800,bike/6123601035_0.jpg,560,,800,,,240
S_rrKsXkHvZNItAzGS,6133457034,bike,"very vintage Bianchi ""Townie"" bicycle. single speed","This is a very old Italian Bianchi bike, that has been rebuilt, with a new set of wheels. I also replaced the chain and seat, and relubricated the bike. It's working quite well. Feels tight, and sturdy! The new wheels are both aluminum sized 26"", and the rear wheel has a Shimano coaster brake hub. Call Marco to ride away~",120,,108,,120,,,12
S_UF8Rh735K58VlhuZ,6141799628,bike,Lemond Pro team road bike,"Former MercuryViatel pro team bike Custom Reynolds steel frame. Light agile and stiff compared to consumer models such as Zurich. Custom geometry equal to a 54cm frame. Top tube 55, seat tube 54 Carbon fork, carbon seatpost and compact cranks 50-34 Has usual small paint chips and decals that is fading but no crash damage and straight frame.",600,bike/6141799628_0.jpg,300,,600,,,300
S_JkWICFwLlcVYNaCx,6111293847,bike,* Pure Fix Flip Flop Fixie / Single Speed Matte Black 54 cm w Extras,"............................................................................................................................. Purefix Pure Fix Flip Flop Fixie / Single Speed Bike Bicycle. Mike Model in black & white w gold accents. Matte Black frame with Pure-White deep dish wheels and Gold hubs. Its customized into more badassness not default. Plus no tax or shipping fees. Yall know this.. so no lowballers.. no one likes low balls. https://www.purecycles.com/products/fixie-the-mike?variant=352156111 54cm: 5'7""-5'9"" height	30""-32"" leg Includes custom: - white handle grips - Bontrager white bottle holder / cage - front & back white lights - Kryptonite U lock - Pedro's Trixie Tool",340,bike/6111293847_0.jpg,237,,340,,,103
S_at16IWpPkytgBEcG,6133063851,housing,1 Bedroom Apartment in Downtown Walnut Creek,"Beautiful renovated Downtown Apartment. Wood Cabinets, Granite Counter tops, new carpets and dual pane windows. Small complex with a nice courtyard.",1700,housing/6133063851_0.jpg,1190,,1700,,,510
S_b2IVM2zv4zDlZzz3,6120863163,furniture,"Two Kitchen Bar stools with backrest , Excellent condition- HURRY!","Excellent condition, Two Bar stools of very high quality and finish :- The padded seat means you sit comfortably. Footrest for extra sitting comfort. Width: 18 1/2 "" Depth: 23 1/4 "" Seat width: 18 7/8 "" Seat depth: 17 3/8 "" Seat height: 29 7/8 "" Height: 42 7/8 "" These stools are really padded so good to sit for a while.  The covers can be removed and washed. We are relocating so can't take them with us unfortunately. Worth 79.99 each : http://www.ikea.com/us/en/catalog/products/80155738/#/80155738 Selling both chairs for 75 dollars cash upon collection. PRICE FIRM. The great thing about Ikea is that you can buy new covers whenever you need.",65,furniture/6130998781_0.jpg,58,,65,,,7
S_Z5uuwkDmyFdPZjWh,6132573170,car,2005 Kia Sorento EX,"Mileage:140,961 Transmission: Automatic Air Conditioning Drivers  Power Seat Roof Rack Silver With Gray  Cloth Interior 8 Very Good Condition Inside And Out *Clean Title In Hand Registered Till April 2018 Runs Great *IN CONCORD* *WILL NOT RESPOND to TEXT MESSAGES*",4250,car/6132573170_0.jpg,2975,,4250,,,1275
S_4IB066Ded8OfYY7A,6152137284,bike,"TREK Road Bike 54cm - Shimano 105, Carbon Seat Post & Fork","TREK 1200 Road Bike. 54cm. Aluminum frame, Carbon fork & seat post.  Very light. Shimano 105 rear derailleur and Tiagra front shifter. Tires and brakes are also in great conditions. Free speedometer and bottle holder. Great condition and great commuter bike. I'm in Pleasanton 925-639-four-nine-four-five",225,bike/6152137284_0.jpg,112,,225,,,113
S_3I4e1WDyNU524soz,6132775218,car,1997,"4 door, automatic, one owner, Exterior white, interior dark blue. Great Condition. Runs perfect, great on gas. 4 cylinder . Extremely reliable and comfortable car. Text for more pictures if your interested. Very clean, one owner, non smoker.",3000,,1500,,3000,,,1500
S_cNTerMwmUHMa6s8t,6133048527,car,76 K5 blazer,"76 K5, 6 inch lift, 33's, body work mostly done. New stereo, speakers, plugs/wires, and distributor. New front clip, flow masters, has a 350 4 bolt main. Engine was installed in the 90's, have receipts, etc. Registered and smogged. It runs strong, needs power steering pump replaced. I have a new one, just haven't done it yet. Top comes off, not full though. Looks more like a truck with it off.",3500,car/6133048527_0.jpg,1750,,3500,,,1750
S_lkRwS8WYgG6UbDmm,6151046115,phone,T-Mobile**LG V10* 2 cases* external charger*book box all NEW condition,Folio case and box Otter box case and box External charger All in new condition phone still has plastic to peel off like new. No scratches 200$ Pick up in antioch,200,,140,,200,,,60
S_v2wmU8dKiYRocdXq,6131492247,housing,Live/work 3br apt. ner West Oak. Bart & S.F.,2950.00 for a 3 bedrooms and 2 Bathrooms Live/work apartment near the West Oakland Bart Station and about 10 minutes to San Francisco via Bay Bridge this space is 10 ft. ceiling the floors are ceramic title and Laminated the ceiling have 2 skylights and 1 off street parking with laundry hookups the address is 333 Henry St. Oakland the deposit is 1500.00 no section 8 if you have any question you can call Rafa at to schedule a time,2950,,2065,,2950,,,885
S_X4c4Flz9o62DTzYg,6132523922,car,2002 Mercedes Benz C240,"2002 Mercedes Benz  C240 with 80K miles, Automatic Transmission, excellent condition AM, FM, AC,power doors and windows, clean title, very nice and clean inside and outside, smog check certificate handy and the car is ready for transfer . Call or text me at Location Pleasant Hill CA  94523. .",4500,car/6132523922_0.jpg,2250,,4500,,,2250
S_AogyruzFtkws07Pj,6118481434,phone,$493 + Balance AT&T GoPhone Prepaid SIM Card + Free Samsung Phone,"We are selling AT&T GoPhone Prepaid SIM Card Very good Rate: Calls - 10c per minute, 20c per SMS You can change a plan for any other available later. We have got a contract with other mobile company and so don't need this prepaid gophone anymore. ---------- LOCAL PICKUP and CASH ONLY!",379,,189,,379,,,190
S_kC6L3zbsrKJKaXAT,6136067026,furniture,Ikea Beddinge Sleeper Sofa Futon Frame - Delivery Avail,"Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks! Btw, I may have a futon pad to sell also, not the Ikea one that comes with it but a nice thick standard futon pad, white...if interested,  just let me know.  Thanks!",40,furniture/6136067026_0.jpg,36,,40,,,4
S_T1MaHdixhGJwL83Y,6145306569,furniture,Power double recliner,"I have a beautiful, comfortable power loveseat available at a discounted rate. This beige-colored double recliner has electronic switches on each side that offer you continuous movement as each chair transforms from upright, to legs extended, to back reclined. The loveseat is easy to take apart and reassemble - the back rest comes off easily, making it easy to transport into your living room or anywhere else. I can help you load it in your vehicle. If you don't have a big enough vehicle, Lugg is a good app for moving labor (they pick it up and take it to you.)",225,furniture/6145306569_0.jpg,157,,225,,,68
S_2yctlO1oYjBpMlM1,6132990747,housing,Luxurious Fully furnished  suite in upscale golf course gated commmuni,"Luxurious Fully furnished guest suite in upscale golf course gated community in Ruby Hill Pleasanton - Self-contained suite with a separate and private front entrance tiled shower and floor) - Fully furnished with Bob Timberlake collections - The Spanish style kitchen is open to the family room and all stainless Refrigerator, dishwasher, microwave and ample cabinet space - Bathroom suite has a walk-in closet and washer and dryer - Included are: High speed Internet, Comcast cable with all channels Utilities  (PG&E, water, etc.) House cleaning twice/month If interested please reply or call",2750,housing/6132990747_0.jpg,2475,,2750,,,275
S_cug465BfngQF2zQD,6109770603,bike,Fuzion Carving Scooter 4 Wheel Kick Scooter,"Fuzion Carving Scooter 4 Wheel Kick Scooter. Not a electric scooter. Used with wear and tear due to normal use. Works great. This one is the bigger version for adult or kids, NOT the smaller version for kids only. Price is firm.",40,bike/6152837977_0.jpg,28,,40,,,12
S_xHJy7ipdCRH5Jm3j,6140474023,electronics,10 Lightly Used 3Com VOIP Internet Phones Model 3102 Great Condition,Please email me your fax or phone number if interested and I will call or fax you. Due to all the scammers this is the only way to get my response.,50,electronics/6140474023_0.jpg,25,,50,,,25
S_1pGPeiWOY3kpH6ko,6136966533,electronics,VINTAGE KENWOOD KM-207 STEREO POWER AMPLIFIER,"This item is tested, functional and no missing parts. Free demo before purchase. I sell or trade for a old mens wind up, automatic, kenetic, solar, eco drive watches, 7"" prerecorded reel to reel tapes, 10"" take up metal reel, nab hub reel adapters, smart phone, etc Click on ""more ads by this user"" for lots more kool stuff... Please respond with your NAME and NUMBER; otherwise it will be deleted like SPAM.",100,electronics/6136966533_0.jpg,50,,100,,,50
